"question_translation_id","knowledge_point_id","language_code","translated_question_text","question_id"
45903,34,"en","Multiply.\n47×16[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19791
45904,34,"en","Multiply.\n47×17[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19792
45905,34,"en","Multiply.\n47×18[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19793
45906,34,"en","Multiply.\n47×19[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19794
45907,34,"en","Multiply.\n47×20[[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19795
45908,34,"en","Multiply.\n47×21[[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19796
45909,34,"en","Multiply.\n47×22[[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19797
45910,34,"en","Multiply.\n47×23[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19798
45911,34,"en","Multiply.\n47×24[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19799
45912,34,"en","Multiply.\n47×25[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19800
45913,34,"en","Multiply.\n47×26[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19801
45914,34,"en","Multiply.\n47×27[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19802
45915,34,"en","Multiply.\n47×28[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19803
45916,34,"en","Multiply.\n47×29[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19804
45917,34,"en","Multiply.\n47×30[[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19805
45918,34,"en","Multiply.\n47×31[[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19806
45919,34,"en","Multiply.\n47×32[[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19807
45920,34,"en","Multiply.\n47×33[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19808
45921,34,"en","Multiply.\n47×34[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19809
45922,34,"en","Multiply.\n47×35[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19810
45923,34,"en","Multiply.\n47×36[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19811
45924,34,"en","Multiply.\n47×37[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19812
45925,34,"en","Multiply.\n47×38[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19813
45926,34,"en","Multiply.\n47×39[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19814
45927,34,"en","Multiply.\n47×40[[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19815
45928,34,"en","Multiply.\n47×41[[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19816
45929,34,"en","Multiply.\n47×42[[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19817
45930,34,"en","Multiply.\n47×43[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19818
45931,34,"en","Multiply.\n47×44[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19819
45932,34,"en","Multiply.\n47×45[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19820
45933,34,"en","Multiply.\n47×46[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19821
45934,34,"en","Multiply.\n47×47[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19822
45935,34,"en","Multiply.\n47×48[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19823
45936,34,"en","Multiply.\n47×49[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19824
45937,34,"en","Multiply.\n47×50[[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19825
45938,34,"en","Multiply.\n48×10[[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19826
45939,34,"en","Multiply.\n48×11[[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19827
45940,34,"en","Multiply.\n48×12[[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19828
45941,34,"en","Multiply.\n48×13[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19829
45942,34,"en","Multiply.\n48×14[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19830
45943,34,"en","Multiply.\n48×15[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19831
45944,34,"en","Multiply.\n48×16[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19832
45945,34,"en","Multiply.\n48×17[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19833
45946,34,"en","Multiply.\n48×18[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19834
45947,34,"en","Multiply.\n48×19[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19835
45948,34,"en","Multiply.\n48×20[[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19836
45949,34,"en","Multiply.\n48×21[[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19837
45950,34,"en","Multiply.\n48×22[[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19838
45951,34,"en","Multiply.\n48×23[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19839
45952,34,"en","Multiply.\n48×24[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19840
45953,34,"en","Multiply.\n48×25[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19841
45954,34,"en","Multiply.\n48×26[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19842
45955,34,"en","Multiply.\n48×27[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19843
45956,39,"en","Reduce the fraction to its lowest term.\n$\frac{2}{10}$ = @![[ans]][[ans]]!@",19952
45957,34,"en","Multiply.\n48×28[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19844
45958,34,"en","Multiply.\n48×29[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19845
45959,34,"en","Multiply.\n48×30[[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19846
45960,34,"en","Multiply.\n48×31[[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19847
45961,34,"en","Multiply.\n48×32[[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19848
45962,34,"en","Multiply.\n48×33[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19849
45963,34,"en","Multiply.\n48×34[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19850
45964,34,"en","Multiply.\n48×35[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19851
45965,34,"en","Multiply.\n48×36[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19852
45966,34,"en","Multiply.\n48×37[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19853
45967,34,"en","Multiply.\n48×38[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19854
45968,34,"en","Multiply.\n48×39[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19855
45969,34,"en","Multiply.\n48×40[[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19856
45970,34,"en","Multiply.\n48×41[[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19857
45971,34,"en","Multiply.\n48×42[[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19858
45972,34,"en","Multiply.\n48×43[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19859
45973,34,"en","Multiply.\n48×44[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19860
45974,34,"en","Multiply.\n48×45[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19861
45975,34,"en","Multiply.\n48×46[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19862
45976,34,"en","Multiply.\n48×47[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19863
45977,34,"en","Multiply.\n48×48[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19864
45978,34,"en","Multiply.\n48×49[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19865
45979,34,"en","Multiply.\n48×50[[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19866
45980,34,"en","Multiply.\n49×10[[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19867
45981,34,"en","Multiply.\n49×11[[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19868
45982,34,"en","Multiply.\n49×12[[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19869
45983,34,"en","Multiply.\n49×13[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19870
45984,34,"en","Multiply.\n49×14[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19871
45985,34,"en","Multiply.\n49×15[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19872
45986,34,"en","Multiply.\n49×16[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19873
45987,34,"en","Multiply.\n49×17[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19874
45988,34,"en","Multiply.\n49×18[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19875
45989,34,"en","Multiply.\n49×19[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19876
45990,34,"en","Multiply.\n49×20[[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19877
45991,34,"en","Multiply.\n49×21[[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19878
45992,34,"en","Multiply.\n49×22[[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19879
45993,34,"en","Multiply.\n49×23[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19880
45994,34,"en","Multiply.\n49×24[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19881
45995,34,"en","Multiply.\n49×25[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19882
46149,37,"en","Multiply.\n250×210[[ans]]@",20038
45996,34,"en","Multiply.\n49×26[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19883
45997,34,"en","Multiply.\n49×27[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19884
45998,34,"en","Multiply.\n49×28[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19885
45999,34,"en","Multiply.\n49×29[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19886
46000,34,"en","Multiply.\n49×30[[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19887
46001,34,"en","Multiply.\n49×31[[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19888
46002,34,"en","Multiply.\n49×32[[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19889
46003,34,"en","Multiply.\n49×33[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19890
46004,34,"en","Multiply.\n49×34[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19891
46005,34,"en","Multiply.\n49×35[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19892
46006,34,"en","Multiply.\n49×36[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19893
46007,34,"en","Multiply.\n49×37[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19894
46008,34,"en","Multiply.\n49×38[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19895
46009,34,"en","Multiply.\n49×39[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19896
46010,34,"en","Multiply.\n49×40[[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19897
46011,39,"en","Reduce the fraction to its lowest term.\n$\frac{2}{12}$ = @![[ans]][[ans]]!@",19953
46012,34,"en","Multiply.\n49×41[[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19898
46013,34,"en","Multiply.\n49×42[[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19899
46014,34,"en","Multiply.\n49×43[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19900
46015,34,"en","Multiply.\n49×44[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19901
46016,34,"en","Multiply.\n49×45[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19902
46017,34,"en","Multiply.\n49×46[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19903
46018,34,"en","Multiply.\n49×47[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19904
46019,34,"en","Multiply.\n49×48[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19905
46020,39,"en","Reduce the fraction to its lowest term.\n$\frac{6}{12}$ = @![[ans]][[ans]]!@",19965
46021,34,"en","Multiply.\n49×49[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19906
46022,34,"en","Multiply.\n49×50[[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19907
46023,34,"en","Multiply.\n50×10[[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19908
46024,34,"en","Multiply.\n50×11[[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19909
46025,34,"en","Multiply.\n50×12[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19910
46026,34,"en","Multiply.\n50×13[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19911
46027,34,"en","Multiply.\n50×14[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19912
46028,34,"en","Multiply.\n50×15[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19913
46029,34,"en","Multiply.\n50×16[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19914
46030,34,"en","Multiply.\n50×17[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19915
46031,34,"en","Multiply.\n50×18[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19916
46032,34,"en","Multiply.\n50×19[[ans]][[ans]][[ans]]\n[[ans]][[ans]]\n[[ans]][[ans]][[ans]]",19917
46033,34,"en","Multiply.\n50×20[[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19918
46034,34,"en","Multiply.\n50×21[[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19919
46035,34,"en","Multiply.\n50×22[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19920
46036,34,"en","Multiply.\n50×23[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19921
46037,34,"en","Multiply.\n50×24[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19922
46038,34,"en","Multiply.\n50×25[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19923
46039,34,"en","Multiply.\n50×26[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19924
46040,34,"en","Multiply.\n50×27[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19925
46041,34,"en","Multiply.\n50×28[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19926
46042,34,"en","Multiply.\n50×29[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19927
46043,34,"en","Multiply.\n50×30[[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19928
46044,34,"en","Multiply.\n50×31[[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19929
46045,34,"en","Multiply.\n50×32[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19930
46046,34,"en","Multiply.\n50×33[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19931
46047,34,"en","Multiply.\n50×34[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19932
46048,34,"en","Multiply.\n50×35[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19933
46049,34,"en","Multiply.\n50×36[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19934
46050,34,"en","Multiply.\n50×37[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19935
46051,34,"en","Multiply.\n50×38[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19936
46052,34,"en","Multiply.\n50×39[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19937
46053,34,"en","Multiply.\n50×40[[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19938
46054,34,"en","Multiply.\n50×41[[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19939
46055,34,"en","Multiply.\n50×42[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19940
46150,37,"en","Multiply.\n282×205[[ans]]@",20039
46056,34,"en","Multiply.\n50×43[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19941
46057,34,"en","Multiply.\n50×44[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19942
46058,34,"en","Multiply.\n50×45[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19943
46059,34,"en","Multiply.\n50×46[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19944
46060,34,"en","Multiply.\n50×47[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19945
46061,34,"en","Multiply.\n50×48[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19946
46062,34,"en","Multiply.\n50×49[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19947
46063,34,"en","Multiply.\n50×50[[ans]][[ans]]\n[[ans]][[ans]][[ans]]\n[[ans]][[ans]][[ans]][[ans]]",19948
46064,39,"en","Reduce the fraction to its lowest term.\n$\frac{2}{4}$ = @![[ans]][[ans]]!@",19949
46065,39,"en","Reduce the fraction to its lowest term.\n$\frac{2}{6}$ = @![[ans]][[ans]]!@",19950
46066,39,"en","Reduce the fraction to its lowest term.\n$\frac{2}{8}$ = @![[ans]][[ans]]!@",19951
46067,39,"en","Reduce the fraction to its lowest term.\n$\frac{3}{6}$ = @![[ans]][[ans]]!@",19954
46068,39,"en","Reduce the fraction to its lowest term.\n$\frac{3}{9}$ = @![[ans]][[ans]]!@",19955
46069,39,"en","Reduce the fraction to its lowest term.\n$\frac{3}{12}$ = @![[ans]][[ans]]!@",19956
46070,39,"en","Reduce the fraction to its lowest term.\n$\frac{4}{6}$ = @![[ans]][[ans]]!@",19957
46071,39,"en","Reduce the fraction to its lowest term.\n$\frac{4}{8}$ = @![[ans]][[ans]]!@",19958
46072,39,"en","Reduce the fraction to its lowest term.\n$\frac{4}{10}$ = @![[ans]][[ans]]!@",19959
46073,39,"en","Reduce the fraction to its lowest term.\n$\frac{4}{12}$ = @![[ans]][[ans]]!@",19960
46074,39,"en","Reduce the fraction to its lowest term.\n$\frac{5}{10}$ = @![[ans]][[ans]]!@",19961
46075,39,"en","Reduce the fraction to its lowest term.\n$\frac{6}{8}$ = @![[ans]][[ans]]!@",19962
46076,39,"en","Reduce the fraction to its lowest term.\n$\frac{6}{9}$ = @![[ans]][[ans]]!@",19963
46077,39,"en","Reduce the fraction to its lowest term.\n$\frac{8}{10}$ = @![[ans]][[ans]]!@",19966
46078,39,"en","Reduce the fraction to its lowest term.\n$\frac{8}{12}$ = @![[ans]][[ans]]!@",19967
46079,39,"en","Reduce the fraction to its lowest term.\n$\frac{9}{12}$ = @![[ans]][[ans]]!@",19968
46080,39,"en","Reduce the fraction to its lowest term.\n$\frac{10}{12}$ = @![[ans]][[ans]]!@",19969
46081,37,"en","Multiply.\n253×130[[ans]]@",19970
46082,37,"en","Multiply.\n252×118[[ans]]@",19971
46083,37,"en","Multiply.\n117×125[[ans]]@",19972
46084,37,"en","Multiply.\n122×133[[ans]]@",19973
46085,37,"en","Multiply.\n121×184[[ans]]@",19974
46086,37,"en","Multiply.\n283×240[[ans]]@",19975
46087,37,"en","Multiply.\n187×156[[ans]]@",19976
46088,37,"en","Multiply.\n113×204[[ans]]@",19977
46089,37,"en","Multiply.\n118×294[[ans]]@",19978
46090,37,"en","Multiply.\n196×253[[ans]]@",19979
46091,37,"en","Multiply.\n264×190[[ans]]@",19980
46092,37,"en","Multiply.\n134×245[[ans]]@",19981
46093,37,"en","Multiply.\n153×106[[ans]]@",19982
46094,37,"en","Multiply.\n280×213[[ans]]@",19983
46095,37,"en","Multiply.\n145×198[[ans]]@",19984
46096,37,"en","Multiply.\n192×124[[ans]]@",19985
46097,37,"en","Multiply.\n138×178[[ans]]@",19986
46098,37,"en","Multiply.\n288×270[[ans]]@",19987
46099,37,"en","Multiply.\n213×136[[ans]]@",19988
46100,37,"en","Multiply.\n158×196[[ans]]@",19989
46101,37,"en","Multiply.\n154×246[[ans]]@",19990
46102,37,"en","Multiply.\n178×186[[ans]]@",19991
46103,37,"en","Multiply.\n123×181[[ans]]@",19992
46104,37,"en","Multiply.\n149×134[[ans]]@",19993
46105,37,"en","Multiply.\n188×151[[ans]]@",19994
46106,37,"en","Multiply.\n166×144[[ans]]@",19995
46107,37,"en","Multiply.\n155×132[[ans]]@",19996
46108,37,"en","Multiply.\n271×114[[ans]]@",19997
46109,37,"en","Multiply.\n277×149[[ans]]@",19998
46110,37,"en","Multiply.\n244×135[[ans]]@",19999
46111,37,"en","Multiply.\n173×110[[ans]]@",20000
46112,37,"en","Multiply.\n193×101[[ans]]@",20001
46113,37,"en","Multiply.\n131×292[[ans]]@",20002
46114,37,"en","Multiply.\n229×188[[ans]]@",20003
46115,37,"en","Multiply.\n240×284[[ans]]@",20004
