solution_template_id,knowledge_point_id,template_text,template_text_zh-Hans,,,
4,49,"<div class=""ex-text"" align=""center"">

$\frac{[[arg2]]}{[[arg1]]} + \frac{[[arg3]]}{[[arg1]]}\text{}=?$

</div>

**Step 1:** To add fractions with the **same denominator**, simply add the numerators of all fractions and keep the common denominator. In this case, we add the numerators, which are [[arg2]] and [[arg3]], we get [[arg2 + arg3]].

$$
\frac{{\color {Salmon} [[arg2]]}}{[[arg1]]} + \frac{{\color {Salmon} [[arg3]]}}{[[arg1]]}\text{}=\frac{{\color {Salmon} [[arg2 + arg3]]}}{ }
$$

**Step 2:** The denominator stays the same.

$$
\frac{[[arg2]]}{{\color {Salmon} [[arg1]]}} + \frac{[[arg3]]}{{\color {Salmon} [[arg1]]}}\text{}=\frac{[[arg2 + arg3]]}{{\color {Salmon} [[arg1]]}}
$$

[[simplified_statement(arg1, arg2, arg3)]]
[[improper_fraction_statement(arg1, arg2, arg3)]]

</div>
</div>","<div class=""ex-text"" align=""center"">

$\frac{[[arg2]]}{[[arg1]]} + \frac{[[arg3]]}{[[arg1]]}\text{}=?$

</div>

**步骤 1:** 要相加分母相同的分数，只需将所有分数的分子相加，并保持共同的分母。在这种情况下，我们将分子相加，即 [[arg2]] 和 [[arg3]]，得到 [[arg2 + arg3]]。

$$
\frac{{\color {Salmon} [[arg2]]}}{[[arg1]]} + \frac{{\color {Salmon} [[arg3]]}}{[[arg1]]}\text{}=\frac{{\color {Salmon} [[arg2 + arg3]]}}{ }
$$

**步骤 2:** 分母保持不变。

$$
\frac{[[arg2]]}{{\color {Salmon} [[arg1]]}} + \frac{[[arg3]]}{{\color {Salmon} [[arg1]]}}\text{}=\frac{[[arg2 + arg3]]}{{\color {Salmon} [[arg1]]}}
$$

[[simplified_statement(arg1, arg2, arg3)]]
[[improper_fraction_statement(arg1, arg2, arg3)]]

</div>
</div>",,,
50,50,"<div class=""ex-text"" align=""center"">

$\frac{[[arg2]]}{[[arg1]]} - \frac{[[arg3]]}{[[arg1]]}\text{}=?$

</div>

**Step 1:** To subtract fractions with the **same denominator**, simply subtract the numerators of all fractions and keep the common denominator. In this case, we subtract the numerators, which are [[arg2]] minus [[arg3]], we get [[arg2 - arg3]].

$$
\frac{{\color {Salmon} [[arg2]]}}{[[arg1]]} - \frac{{\color {Salmon} [[arg3]]}}{[[arg1]]}\text{}=\frac{{\color {Salmon} [[arg2 - arg3]]}}{ }
$$

**Step 2:** The size of the equal pieces does not change when you subtract the fractions with the same denominator.

$$
\frac{[[arg2]]}{{\color {Salmon} [[arg1]]}} - \frac{[[arg3]]}{{\color {Salmon} [[arg1]]}}\text{}=\frac{[[arg2 - arg3]]}{{\color {Salmon} [[arg1]]}}
$$

[[simplified_statement(arg1, arg2, arg3)]]
[[improper_fraction_statement(arg1, arg2, arg3)]]

</div>
</div>","<div class=""ex-text"" align=""center"">

$\frac{[[arg2]]}{[[arg1]]} - \frac{[[arg3]]}{[[arg1]]}\text{}=?$

</div>

**步骤 1:** 要减去具有 **相同分母** 的分数，只需减去所有分数的分子，保持共同的分母。在这种情况下，我们减去分子，即 [[arg2]] 减去 [[arg3]]，我们得到 [[arg2 - arg3]]。

$$
\frac{{\color {Salmon} [[arg2]]}}{[[arg1]]} - \frac{{\color {Salmon} [[arg3]]}}{[[arg1]]}\text{}=\frac{{\color {Salmon} [[arg2 - arg3]]}}{ }
$$

**步骤 2:** 当你减去具有相同分母的分数时，等分的大小不会改变。

$$
\frac{[[arg2]]}{{\color {Salmon} [[arg1]]}} - \frac{[[arg3]]}{{\color {Salmon} [[arg1]]}}\text{}=\frac{[[arg2 - arg3]]}{{\color {Salmon} [[arg1]]}}
$$

[[simplified_statement(arg1, arg2, arg3)]]
[[improper_fraction_statement(arg1, arg2, arg3)]]

</div>
</div>",,,
53,51,"<div class=""ex-text"" align=""center"">

$\frac{[[arg1]]}{[[arg2]]} \times \frac{[[arg3]]}{[[arg4]]}\text{}=?$

</div>

**Step 1:** Multiply the top numbers (numerators) of the fractions together. In this case, [[arg1]] multiplied by [[arg3]] equals [[arg1*arg3]]. Then we multiply the bottom numbers (denominators) of the fractions together. In this case, [[arg2]] multiplied by [[arg4]] equals [[arg2*arg4]].

$$
\frac{[[arg1]]}{[[arg2]]} \times \frac{[[arg3]]}{[[arg4]]}\text{}=  \frac{[[arg1]]\times[[arg3]]}{[[arg2]]\times[[arg4]]} = \frac{[[arg1*arg3]]}{[[arg2*arg4]]}
$$
**Step 2:** Always reduce your final answer to its **lowest term**. Since the greatest common denominator of [[arg1*arg3]] and [[arg2*arg4]] is [[gcd(arg1*arg3, arg2*arg4)]], $\large\frac{[[arg1*arg3]]÷[[gcd(arg1*arg3, arg2*arg4)]]}{[[arg2*arg4]]÷[[gcd(arg1*arg3, arg2*arg4)]]}$ equals $\large\frac{[[arg1*arg3//gcd(arg1*arg3, arg2*arg4)]]}{[[arg2*arg4//gcd(arg1*arg3, arg2*arg4)]]}$. So $\large\frac{[[arg1*arg3//gcd(arg1*arg3, arg2*arg4)]]}{[[arg2*arg4//gcd(arg1*arg3, arg2*arg4)]]}$ is our final answer.

Therefore, the final solution is $\large\frac{[[arg1*arg3//gcd(arg1*arg3, arg2*arg4)]]}{[[arg2*arg4//gcd(arg1*arg3, arg2*arg4)]]}$.
</div>
</div>","<div class=""ex-text"" align=""center"">

$\frac{[[arg1]]}{[[arg2]]} \times \frac{[[arg3]]}{[[arg4]]}\text{}=?$

</div>

**第一步：** 将分数的上面的数字（分子）相乘。在这种情况下，[[arg1]] 乘以 [[arg3]] 等于 [[arg1*arg3]]。然后我们将分数的下面数字（分母）相乘。在这种情况下，[[arg2]] 乘以 [[arg4]] 等于 [[arg2*arg4]]。

$$
\frac{[[arg1]]}{[[arg2]]} \times \frac{[[arg3]]}{[[arg4]]}\text{}=  \frac{[[arg1]]\times[[arg3]]}{[[arg2]]\times[[arg4]]} = \frac{[[arg1*arg3]]}{[[arg2*arg4]]}
$$
**第二步：** 始终将你的最终答案简化为它的 **最简形式**。由于 [[arg1*arg3]] 和 [[arg2*arg4]] 的最大公约数是 [[gcd(arg1*arg3, arg2*arg4)]], $\large\frac{[[arg1*arg3]]÷[[gcd(arg1*arg3, arg2*arg4)]]}{[[arg2*arg4]]÷[[gcd(arg1*arg3, arg2*arg4)]]}$ 等于 $\large\frac{[[arg1*arg3//gcd(arg1*arg3, arg2*arg4)]]}{[[arg2*arg4//gcd(arg1*arg3, arg2*arg4)]]}$. 所以 $\large\frac{[[arg1*arg3//gcd(arg1*arg3, arg2*arg4)]]}{[[arg2*arg4//gcd(arg1*arg3, arg2*arg4)]]}$ 是我们的最终答案。

因此，最终的解是 $\large\frac{[[arg1*arg3//gcd(arg1*arg3, arg2*arg4)]]}{[[arg2*arg4//gcd(arg1*arg3, arg2*arg4)]]}$。
</div>
</div>",,,
58,52,"<div class=""ex-text"" align=""center"">

$\frac{[[arg1]]}{[[arg2]]} \div \frac{[[arg3]]}{[[arg4]]}\text{}=?$

</div>

**Step 1:** Turn the second fraction (the one you want to divide by) upside down.

$$
\frac{[[arg3]]}{[[arg4]]}
\:\:\:\longrightarrow    \:\:
\frac{\color {salmon}[[arg4]]}{\color {salmon}[[arg3]]}
$$
**Step 2:** Multiply the numerators of the fractions together. In this case, [[arg1]] multiplied by [[arg4]] equals [[arg1*arg4]]. Then we multiply the denominators of the fractions together. In this case, [[arg2]] multiplied by [[arg3]] equals [[arg2*arg3]].

$$
\frac{[[arg1]]}{[[arg2]]} \times \frac{[[arg4]]}{[[arg3]]}\text{}=  \frac{[[arg1]]\times[[arg4]]}{[[arg2]]\times[[arg3]]} = \frac{[[arg1*arg4]]}{[[arg2*arg3]]}
$$
**Step 3:** Always reduce your final answer to its **lowest term**. Since the greatest common denominator of [[arg1*arg4]] and [[arg2*arg3]] is [[gcd(arg1*arg4, arg2*arg3)]], $\large\frac{[[arg1*arg4]]÷[[gcd(arg1*arg4, arg2*arg3)]]}{[[arg2*arg3]]÷[[gcd(arg1*arg4, arg2*arg3)]]}$ equals $\large\frac{[[arg1*arg4//gcd(arg1*arg4, arg2*arg3)]]}{[[arg2*arg3//gcd(arg1*arg4, arg2*arg3)]]}$. So $\large\frac{[[arg1*arg4//gcd(arg1*arg4, arg2*arg3)]]}{[[arg2*arg3//gcd(arg1*arg4, arg2*arg3)]]}$ is our final answer.
$$
\frac{[[arg1*arg4]]}{[[arg2*arg3]]} =
 \frac{[[arg1*arg4]]\color {Salmon}\div[[gcd(arg1*arg4, arg2*arg3)]]}{[[arg2*arg3]]\color {Salmon}\div[[gcd(arg1*arg4, arg2*arg3)]]}= \frac{\color {Salmon}[[arg1*arg4//gcd(arg1*arg4, arg2*arg3)]]}{\color {Salmon}[[arg2*arg3//gcd(arg1*arg4, arg2*arg3)]]}
$$
Therefore, the final solution is $\large\frac{[[arg1*arg4//gcd(arg1*arg4, arg2*arg3)]]}{[[arg2*arg3//gcd(arg1*arg4, arg2*arg3)]]}$.","<div class=""ex-text"" align=""center"">

$\frac{[[arg1]]}{[[arg2]]} \div \frac{[[arg3]]}{[[arg4]]}\text{}=?$

</div>

**步骤 1：** 将第二个分数（你想要除的分数）上下反转过来。

$$
\frac{[[arg3]]}{[[arg4]]}
\:\:\:\longrightarrow    \:\:
\frac{\color {salmon}[[arg4]]}{\color {salmon}[[arg3]]}
$$
**步骤 2：** 将两个分数的分子相乘。在这种情况下，[[arg1]] 乘以 [[arg4]] 等于 [[arg1*arg4]]。然后我们将两个分数的分母相乘。在这种情况下，[[arg2]] 乘以 [[arg3]] 等于 [[arg2*arg3]]。

$$
\frac{[[arg1]]}{[[arg2]]} \times \frac{[[arg4]]}{[[arg3]]}\text{}=  \frac{[[arg1]]\times[[arg4]]}{[[arg2]]\times[[arg3]]} = \frac{[[arg1*arg4]]}{[[arg2*arg3]]}
$$
**步骤 3：** 始终将你的最终答案简化为 **最简形式**。由于 [[arg1*arg4]] 和 [[arg2*arg3]] 的最大公约数是 [[gcd(arg1*arg4, arg2*arg3)]], $\large\frac{[[arg1*arg4]]÷[[gcd(arg1*arg4, arg2*arg3)]]}{[[arg2*arg3]]÷[[gcd(arg1*arg4, arg2*arg3)]]}$ 等于 $\large\frac{[[arg1*arg4//gcd(arg1*arg4, arg2*arg3)]]}{[[arg2*arg3//gcd(arg1*arg4, arg2*arg3)]]}$. 所以 $\large\frac{[[arg1*arg4//gcd(arg1*arg4, arg2*arg3)]]}{[[arg2*arg3//gcd(arg1*arg4, arg2*arg3)]]}$ 是我们最终的答案。
$$
\frac{[[arg1*arg4]]}{[[arg2*arg3]]} =
 \frac{[[arg1*arg4]]\color {Salmon}\div[[gcd(arg1*arg4, arg2*arg3)]]}{[[arg2*arg3]]\color {Salmon}\div[[gcd(arg1*arg4, arg2*arg3)]]}= \frac{\color {Salmon}[[arg1*arg4//gcd(arg1*arg4, arg2*arg3)]]}{\color {Salmon}[[arg2*arg3//gcd(arg1*arg4, arg2*arg3)]]}
$$
因此，最终的解是 $\large\frac{[[arg1*arg4//gcd(arg1*arg4, arg2*arg3)]]}{[[arg2*arg3//gcd(arg1*arg4, arg2*arg3)]]}$.",,,
54,53,"<div class=""ex-text"" align=""center"">

Find the LCM for $[[arg1]]$ and $[[arg2]]$

</div>

**Step 1:** We'll start by finding the prime factors of both [[arg1]] and [[arg2]]. This means we're breaking each number down into its smallest ""building blocks."" Prime factors are like the smallest puzzle pieces that make up the number.

- Prime factors of [[arg1]]:

[[getPrimeFactorization(arg1)]]

- Prime factors of [[arg2]]:

[[getPrimeFactorization(arg2)]]


**Step 2:** Next, we find all factors of both numbers. These are the ""building blocks"" of both [[arg1]] and [[arg2]].


[[primeFactors(arg1, arg2, 'Factor/Factors')]].


**Step 3:** We then multiply all the common factors with the uncommon factors of both numbers to get the LCM.

So the answer is $[[primeFactors(arg1,arg2,'Chain')]]$.
</div>
</div>","<div class=""ex-text"" align=""center"">

找到 $[[arg1]]$ 和 $[[arg2]]$ 的最小公倍数

</div>

**第 1 步：** 我们将首先找到 [[arg1]] 和 [[arg2]] 的质因数。这意味着我们将每个数字分解成最小的“质数因子”组合。质因数就像构成这个数字的最小拼图块。

- [[arg1]] 的质因数：

[[getPrimeFactorization(arg1)]]

- [[arg2]] 的质因数：

[[getPrimeFactorization(arg2)]]


**第 2 步：** 接下来，我们找到两个数字的所有因数。这些是 [[arg1]] 和 [[arg2]] 的“质数因子”组合。

[[primeFactors(arg1, arg2,'Factor/Factors')]].


**第 3 步：** 然后，我们将所有共同因数与两个数字的非共同因数相乘，以得到最小公倍数。

所以答案是 $[[primeFactors(arg1,arg2,'Chain')]]$。
</div>
</div>",,,
49,54,"<div  class=""ex-text""  align=""center"">

Find the GCF for $[[arg1]]$ and $[[arg2]]$

</div>

**Step 1:** We'll start by finding the prime factors of both [[arg1]] and [[arg2]]. This means we're breaking each number down into its smallest ""building blocks."" Prime factors are like the smallest puzzle pieces that make up the number.

-   Prime factors of [[arg1]]:
[[getPrimeFactorization(arg1)]]

- Prime factors of [[arg2]]:
[[getPrimeFactorization(arg2)]]


**Step 2:** Next, we find the common prime factors. These are the ""building blocks"" that both [[arg1]] and [[arg2]] share.

-   The common prime [[commonPrimeFactors(arg1, arg2, 'Factor/Factors')]] of [[arg1]] and [[arg2]] [[commonPrimeFactors(arg1, arg2, 'List')]].

**Step 3:** Lastly, we multiply the common prime factors together to find the GCF.

So the answer is $[[commonPrimeFactors(arg1,arg2,'Chain')]]$.","<div class=""ex-text"" align=""center"">

找到 $[[arg1]]$ 和 $[[arg2]]$ 的最大公因数

</div>

**步骤 1：** 我们先找到 [[arg1]] 和 [[arg2]] 的质因数。这意味着我们将每个数字分解成最小的“质数因子”组合。质因数就像构成该数字的最小拼图块。

-   [[arg1]] 的质因数：
[[getPrimeFactorization(arg1)]]

- [[arg2]] 的质因数：
[[getPrimeFactorization(arg2)]]


**步骤 2：** 接下来，我们找到共同的质因数。这些是 [[arg1]] 和 [[arg2]] 共享的“质数因子”组合。

-   [[arg1]] 和 [[arg2]] 的共同质因数 [[commonPrimeFactors(arg1, arg2, 'Factor/Factors')]] [[commonPrimeFactors(arg1, arg2, 'List')]]。

**步骤 3：** 最后，我们将共同质因数相乘以找到最大公因数。

所以答案是 $[[commonPrimeFactors(arg1,arg2,'Chain')]]$。",,,
44,55,"<div  class=""ex-text""  align=""center"">

$$
\frac{[[arg1]]}{[[arg2]]} + \frac{[[arg3]]}{[[arg4]]}
$$

</div>

**Step 1:** Fractions need to have the same denominator. Find the LCM of the two denominators.

The LCM of [[arg2]] and [[arg4]] is **[[lcm(arg2, arg4)]]**.

**Step 2:** For each fraction, adjust the numerator. Multiply the numerator and denominator of each fraction by the same factor to make the denominators match.

$$
\frac{[[arg1]]}{[[arg2]]} + \frac{[[arg3]]}{[[arg4]]} = \frac{[[arg1]]}{[[arg2]]}[[LCMFraction(arg2, lcm(arg2, arg4))]] + \frac{[[arg3]]}{[[arg4]]}[[LCMFraction(arg4, lcm(arg2, arg4))]] = \frac{[[getNumerator(arg1, arg2, lcm(arg2, arg4))]]}{[[lcm(arg2, arg4)]]} + \frac{[[getNumerator(arg3, arg4, lcm(arg2, arg4))]]}{[[lcm(arg2, arg4)]]}
$$

**Step 3:** Add the numerators and always reduce your final answer to its **lowest term**. In this case, the result is $\large\frac{[[addNumerators(arg1, arg2, arg3, arg4)]]}{[[lcm(arg2, arg4)]]}$  

$$
\frac{[[getNumerator(arg1, arg2, lcm(arg2, arg4))]]}{[[lcm(arg2, arg4)]]} + \frac{[[getNumerator(arg3, arg4, lcm(arg2, arg4))]]}{[[lcm(arg2, arg4)]]} = \frac{[[addNumerators(arg1, arg2, arg3, arg4)]]}{[[lcm(arg2, arg4)]]}
[[simplifyAlgebra(addNumerators(arg1, arg2, arg3, arg4), lcm(arg2, arg4))]]
$$

[[simplify(addNumerators(arg1, arg2, arg3, arg4), lcm(arg2, arg4))]]

So the answer is $[[finalAnswer(arg1, arg2, arg3, arg4)]]$.","<div class=""ex-text"" align=""center"">

$$
\frac{[[arg1]]}{[[arg2]]} + \frac{[[arg3]]}{[[arg4]]}
$$

</div>

**步骤 1:** 分数需要有相同的分母。找到两个分母的最小公倍数。

[[arg2]]和[[arg4]]的最小公倍数是 **[[lcm(arg2, arg4)]]**。

**步骤 2:** 对于每个分数，调整分子。将每个分数的分子和分母乘以相同的因子，以使分母匹配。

$$
\frac{[[arg1]]}{[[arg2]]} + \frac{[[arg3]]}{[[arg4]]} = \frac{[[arg1]]}{[[arg2]]}[[LCMFraction(arg2, lcm(arg2, arg4))]] + \frac{[[arg3]]}{[[arg4]]}[[LCMFraction(arg4, lcm(arg2, arg4))]] = \frac{[[getNumerator(arg1, arg2, lcm(arg2, arg4))]]}{[[lcm(arg2, arg4)]]} + \frac{[[getNumerator(arg3, arg4, lcm(arg2, arg4))]]}{[[lcm(arg2, arg4)]]}
$$

**步骤 3:** 将分子相加，并始终将最终答案简化到 **最简形式**。在这种情况下，结果是 $\large\frac{[[addNumerators(arg1, arg2, arg3, arg4)]]}{[[lcm(arg2, arg4)]]}$  

$$
\frac{[[getNumerator(arg1, arg2, lcm(arg2, arg4))]]}{[[lcm(arg2, arg4)]]} + \frac{[[getNumerator(arg3, arg4, lcm(arg2, arg4))]]}{[[lcm(arg2, arg4)]]} = \frac{[[addNumerators(arg1, arg2, arg3, arg4)]]}{[[lcm(arg2, arg4)]]}
[[simplifyAlgebra(addNumerators(arg1, arg2, arg3, arg4), lcm(arg2, arg4))]]
$$

[[simplify(addNumerators(arg1, arg2, arg3, arg4), lcm(arg2, arg4))]]

所以答案是 $[[finalAnswer(arg1, arg2, arg3, arg4)]]$。",,,
38,56,"<div  class=""ex-text""  align=""center"">

$$
\frac{[[arg1]]}{[[arg2]]} - \frac{[[arg3]]}{[[arg4]]}
$$

</div>

**Step 1:** Fractions need to have the same denominator. Find the LCM of the two denominators.

The LCM of [[arg2]] and [[arg4]] is **[[lcm(arg2, arg4)]]**.

**Step 2:** For each fraction, adjust the numerator. Multiply the numerator and denominator of each fraction by the same factor to make the denominators match.
$$
\frac{[[arg1]]}{[[arg2]]} - \frac{[[arg3]]}{[[arg4]]} = \frac{[[arg1]]}{[[arg2]]}[[LCMFraction(arg2, lcm(arg2, arg4))]] - \frac{[[arg3]]}{[[arg4]]}[[LCMFraction(arg4, lcm(arg2, arg4))]] = \frac{[[getNumerator(arg1, arg2, lcm(arg2, arg4))]]}{[[lcm(arg2, arg4)]]} - \frac{[[getNumerator(arg3, arg4, lcm(arg2, arg4))]]}{[[lcm(arg2, arg4)]]}
$$

**Step 3:** Subtract the numerators and always reduce your final answer to its **lowest term**. 

$$
\frac{[[getNumerator(arg1, arg2, lcm(arg2, arg4))]]}{[[lcm(arg2, arg4)]]} - \frac{[[getNumerator(arg3, arg4, lcm(arg2, arg4))]]}{[[lcm(arg2, arg4)]]} = \frac{[[subtractNumerators(arg1, arg2, arg3, arg4)]]}{[[lcm(arg2, arg4)]]}
[[simplifyAlgebra(subtractNumerators(arg1, arg2, arg3, arg4), lcm(arg2, arg4))]]
$$

The result is $\large\frac{[[subtractNumerators(arg1, arg2, arg3, arg4)]]}{[[lcm(arg2, arg4)]]}$ 

[[simplify(subtractNumerators(arg1, arg2, arg3, arg4), lcm(arg2, arg4))]]

So the answer is $[[finalAnswer(arg1, arg2, arg3, arg4)]]$.","<div class=""ex-text"" align=""center"">

$$
\frac{[[arg1]]}{[[arg2]]} - \frac{[[arg3]]}{[[arg4]]}
$$

</div>

**步骤 1：** 分数需要有相同的分母。寻找两个分母的最小公倍数。

[[arg2]] 和 [[arg4]] 的最小公倍数是 **[[lcm(arg2, arg4)]]**。

**步骤 2：** 对于每个分数，调整分子。将每个分数的分子和分母都乘以相同的因子，以使分母匹配。
$$
\frac{[[arg1]]}{[[arg2]]} - \frac{[[arg3]]}{[[arg4]]} = \frac{[[arg1]]}{[[arg2]]}[[LCMFraction(arg2, lcm(arg2, arg4))]] - \frac{[[arg3]]}{[[arg4]]}[[LCMFraction(arg4, lcm(arg2, arg4))]] = \frac{[[getNumerator(arg1, arg2, lcm(arg2, arg4))]]}{[[lcm(arg2, arg4)]]} - \frac{[[getNumerator(arg3, arg4, lcm(arg2, arg4))]]}{[[lcm(arg2, arg4)]]}
$$

**步骤 3：** 减去分子，并始终将最终答案简化到其 **最简形式**。

$$
\frac{[[getNumerator(arg1, arg2, lcm(arg2, arg4))]]}{[[lcm(arg2, arg4)]]} - \frac{[[getNumerator(arg3, arg4, lcm(arg2, arg4))]]}{[[lcm(arg2, arg4)]]} = \frac{[[subtractNumerators(arg1, arg2, arg3, arg4)]]}{[[lcm(arg2, arg4)]]}
[[simplifyAlgebra(subtractNumerators(arg1, arg2, arg3, arg4), lcm(arg2, arg4))]]
$$

结果是 $\large\frac{[[subtractNumerators(arg1, arg2, arg3, arg4)]]}{[[lcm(arg2, arg4)]]}$ 

[[simplify(subtractNumerators(arg1, arg2, arg3, arg4), lcm(arg2, arg4))]]

所以答案是 $[[finalAnswer(arg1, arg2, arg3, arg4)]]$。",,,
43,57,"<div class=""ex-text"" align=""center"">

$$
[[arg1]]\frac{[[arg2]]}{[[arg3]]} [[getSign(arg4, arg5)]] [[abs(arg4)]]\frac{[[abs(arg5)]]}{[[arg6]]}
$$

</div>

**Step 1:** [[AddOrSubtract(arg4)]] the fraction portion.
$$
\frac{[[arg2]]}{[[arg3]]} [[getSign(arg4, arg5)]] \frac{[[abs(arg5)]]}{[[arg6]]} = [[getAnswerFrac(arg1, arg2, arg3, arg4, arg5, arg6)]]
$$

**Step 2:** [[AddOrSubtract(arg4)]] the integer portion.
$$
[[arg1]] [[getSign(arg4, 0)]] [[abs(arg4)]] = [[arg1+arg4]]
$$

**Step 3:** Combine the fraction and integer.
$$
[[arg1+arg4]] [[getAnswerFracAndSign(arg1, arg2, arg3, arg4, arg5, arg6)]] = [[getFinal(arg1, arg2, arg3, arg4, arg5, arg6)]]
$$

So the answer is [[getFinal(arg1, arg2, arg3, arg4, arg5, arg6)]].","<div class=""ex-text"" align=""center"">

$$
[[arg1]]\frac{[[arg2]]}{[[arg3]]} [[getSign(arg4, arg5)]] [[abs(arg4)]]\frac{[[abs(arg5)]]}{[[arg6]]}
$$

</div>

**步骤 1:** [[AddOrSubtract(arg4)]] 分数部分。
$$
\frac{[[arg2]]}{[[arg3]]} [[getSign(arg4, arg5)]] \frac{[[abs(arg5)]]}{[[arg6]]} = [[getAnswerFrac(arg1, arg2, arg3, arg4, arg5, arg6)]]
$$

**步骤 2:** [[AddOrSubtract(arg4)]] 整数部分。
$$
[[arg1]] [[getSign(arg4, 0)]] [[abs(arg4)]] = [[arg1+arg4]]
$$

**步骤 3:** 组合分数和整数。
$$
[[arg1+arg4]] [[getAnswerFracAndSign(arg1, arg2, arg3, arg4, arg5, arg6)]] = [[getFinal(arg1, arg2, arg3, arg4, arg5, arg6)]]
$$

所以答案是 [[getFinal(arg1, arg2, arg3, arg4, arg5, arg6)]]。",,,
10,58,"<div  class=""ex-text""  align=""center"">

$$
[[arg1]] \times [[arg2]]
$$

</div>

**Step 1:** Ignore the decimal point for now and start by multiplying the numbers as if they were both whole numbers.
$$
\begin{array}{l r}
&[[getWholeNum(arg1)]]\:\:\:\\
\times&[[getWholeNum(arg2)]]\:\:\:\\
\hline
&{\color{Salmon}[[getWholeNum(arg1)*getWholeNum(arg2)]]}\:\:\:\\
\end{array}
$$

**Step 2:** Determine the number of places behind the decimal in the original decimal number. In this case, the number is [[getDecimalPlaces(arg1, arg2)]].

**Step 3:** Move the decimal [[getPlaces(getDecimalPlaces(arg1, arg2))]] to the left in the product.
$$
\begin{array}{l r}
&[[getColor(arg1)]]\:\:\:\\
\times&[[getColor(arg2)]]\:\:\:\\
\hline
&{\color{Salmon}[[arg1*arg2]]}\:\:\:\\
\end{array}
$$


So $[[arg1]] \times [[arg2]] = [[arg1*arg2]]$[[simplifyAnswer(arg1*arg2)]]

</div>
</div>","<div class=""ex-text"" align=""center"">

$$
[[arg1]] \times [[arg2]]
$$

</div>

**步骤 1：** 先忽略小数点，将这两个数字当作整数进行相乘。
$$
\begin{array}{l r}
&[[getWholeNum(arg1)]]\:\:\:\\
\times&[[getWholeNum(arg2)]]\:\:\:\\
\hline
&{\color{Salmon}[[getWholeNum(arg1)*getWholeNum(arg2)]]}\:\:\:\\
\end{array}
$$

**步骤 2：** 确定原始小数中小数点后的位数。在这个例子中，位数为 [[getDecimalPlaces(arg1, arg2)]]。

**步骤 3：** 将小数点向左移动 [[getPlaces(getDecimalPlaces(arg1, arg2))]] 位，以调整乘积。
$$
\begin{array}{l r}
&[[getColor(arg1)]]\:\:\:\\
\times&[[getColor(arg2)]]\:\:\:\\
\hline
&{\color{Salmon}[[arg1*arg2]]}\:\:\:\\
\end{array}
$$


所以 $[[arg1]] \times [[arg2]] = [[arg1*arg2]]$[[simplifyAnswer(arg1*arg2)]]

</div>
</div>",,,
2,60,"<div  class=""ex-text""  align=""center"">

$$
[[arg1]] \times [[arg2]]
$$

</div>

**Step 1:** First, identify the decimal point.
$$
[[getSide(arg1, 1)]]{\color{Salmon}.}[[getSide(arg1, 2)]]
$$

The decimal point is right after [[getSide(arg1, 1)]].

**Step 2:** When we multiply by [[arg2]], we move the decimal point [[calculate_digit_word(arg2)]] [[getPlaces(arg2)]] to the right.
$$
\begin{array}{lr}
&[[getSide(arg1, 1)]]{\color{Salmon}.}[[getSide(arg1, 2)]]×[[arg2]]\\
\end{array}
\longrightarrow
\begin{array}{lr}
&[[getSide(arg1*arg2, 1)]]{\color{Salmon}.}[[getSide(getAnswer(arg1, arg2), 2)]]\\
\end{array}
$$

So the answer is $[[getAnswer(arg1, arg2)]]$","<div class=""ex-text"" align=""center"">

$$
[[arg1]] \times [[arg2]]
$$

</div>

**步骤 1：** 首先，确定小数点的位置。
$$
[[getSide(arg1, 1)]]{\color{Salmon}.}[[getSide(arg1, 2)]]
$$

小数点在 [[getSide(arg1, 1)]] 之后。

**步骤 2：** 当我们乘以 [[arg2]] 时，我们将小数点向右移动 [[calculate_digit_word(arg2)]] [[getPlaces(arg2)]]。
$$
\begin{array}{lr}
&[[getSide(arg1, 1)]]{\color{Salmon}.}[[getSide(arg1, 2)]]×[[arg2]]\\
\end{array}
\longrightarrow
\begin{array}{lr}
&[[getSide(arg1*arg2, 1)]]{\color{Salmon}.}[[getSide(getAnswer(arg1, arg2), 2)]]\\
\end{array}
$$

所以答案是 $[[getAnswer(arg1, arg2)]]$",,,
